director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,keywords
Carol Reed,Gina Lollobrigida,Katy Jurado,Sidney James,Drama Romance,trapeze,acrobat circus cripple trapeze trapeze artist
Lisa Cholodenko,Josh Hutcherson,Mia Wasikowska,Yaya DaCosta,Comedy Drama,the kids are all right,biological father college motorcycle sperm sperm donor
John Carpenter,Meg Foster,Peter Jason,George 'Buck' Flower,Horror Sci-Fi Thriller,they live,alien brainwashing construction worker sunglasses teleportation
John Sturges,James Coburn,Donald Pleasence,Gordon Jackson,Adventure Drama History Thriller War,the great escape,digging escape escape attempt prisoner tunnel
William Arntz,Marlee Matlin,Elaine Hendrix,Armin Shimerman,Comedy Documentary Drama Fantasy Mystery Sci-Fi,what the #$*! do we (k)now!?,consciousness photographer radical science scientist
Ed Gass-Donnelly,Muse Watson,Spencer Treat Clark,Ashley Bell,Drama Horror Thriller,the last exorcism part ii,car fire evil hospital hotel prophecy
Richard Linklater,Ellar Coltrane,Lorelei Linklater,Libby Villari,Drama,boyhood,12 year time span coming of age domestic abuse growing up separated parents
Woody Allen,Scarlett Johansson,Kevin McNally,Geoff Bell,Comedy Crime Mystery,scoop,english garden fake drowning fake parent musical instrument poker the card game
Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Action Adventure Sci-Fi Thriller,planet of the apes,astronaut cage planet wilhelm scream year 2029
DJ Pooh,Angell Conwell,Dr. Dre,DJ Pooh,Comedy,the wash,african american stereotype car wash rent roommate threatening telephone call
DJ Pooh,Mo'Nique,Mike Epps,Faizon Love,Comedy,3 strikes,adult diaper diaper digit in title dream sawed off shotgun
Wayne Kramer,Estella Warren,Paul Sorvino,Shawn Hatosy,Crime Drama Fantasy Romance,the cooler,female pubic hair girl in panties leg spreading public nudity sex in bed
John Huston,Montgomery Clift,Kevin McCarthy,Thelma Ritter,Drama Romance Western,the misfits,cowboy divorce horse sexy wild horse
Patrick Stettner,Robin Williams,Joe Morton,Rory Culkin,Crime Mystery Thriller,the night listener,boy radio show social worker telephone wisconsin
James Melkonian,Vincent Pastore,William Hickey,Peter Appel,Comedy Crime,the jerky boys,critically bashed mafia police telephone unemployment
Wes Craven,Frank Grillo,Emily Meade,Zena Grey,Horror Mystery Thriller,my soul to take,evil killer murder psychopath serial killer
J.A. Bayona,Geraldine Chaplin,Belén Rueda,Fernando Cayo,Drama Mystery Thriller,the orphanage,dead children ghost missing child orphan orphanage
Michael Tiddes,Ashley Rickards,Essence Atkins,Gabriel Iglesias,Comedy Fantasy,a haunted house 2,bare breasts parody sexual innuendo slip and fall squirting orgasm
Roger Avary,Ian Somerhalder,Faye Dunaway,Clifton Collins Jr.,Comedy Drama Romance,the rules of attraction,bisexual college drug dealer drugs student
Alfred Hitchcock,Roscoe Lee Browne,John Vernon,Philippe Noiret,Drama Thriller,topaz,1960s agent cuba intelligence spy
Bob Odenkirk,Dylan Baker,Chi McBride,Amy Hill,Comedy Crime,let's go to prison,illinois judge male full back nudity revenge wine tasting
Allison Anders,Salma Hayek,Alicia Witt,Lili Taylor,Comedy Fantasy,four rooms,bellhop coven gangster hotel new year's eve
Steven Shainberg,Jeremy Davies,Stephen McHattie,Lesley Ann Warren,Comedy Drama Romance,secretary,bdsm employer employee relationship hospital mental hospital secretary
Rick de Oliveira,Laura Ramsey,Alan Taylor,Benjamin Fletcher,Documentary,the real cancun,cancun mexico mexico spring break vacation wisconsin
Oliver Stone,Michael Wincott,Zach Grenier,Bill Johnson,Drama,talk radio,listener neo nazi radio radio station radio talk show
Christopher Guest,Catherine O'Hara,Fred Willard,Larry Miller,Comedy,waiting for guffman,amateur theater dentist missouri small town travel agent
Jeff Franklin,Ivana Milicevic,Tyra Banks,Bridgette Wilson-Sampras,Comedy,love stinks,black comedy marriage marriage proposal not taking no for an answer obsessive woman
John Dahl,Philip Baker Hall,Aaron Hughes,Jayne Eastwood,Comedy Crime Romance Thriller,you kill me,alcoholic buffalo new york claim in title embalming mortuary
Mike Mills,Kelli Garner,Lou Taylor Pucci,Nancy O'Dell,Comedy Drama,thumbsucker,attention deficit disorder debate drugs psychologist school
Kevin Smith,Anna Gunn,Michael Angarano,Stephen Root,Action Crime Horror Thriller,red state,atf agent ball gag cult leader pastor pretending to be dead
Dave McKean,Stephanie Leonidas,Gina McKee,Rob Brydon,Adventure Fantasy,mirrormask,circus dark fantasy dream dream world fantasy world
Ron Fricke,Collin Alfredo St. Dic,Balinese Tari Legong Dancers,Puti Sri Candra Dewi,Documentary Music,samsara,hall of mirrors mont saint michel france palace of versailles turkey the country yellowstone national park
Ruggero Deodato,Michael Berryman,Eva LaRue,Richard Lynch,Adventure Fantasy,the barbarians,bare breasts comic relief dragon gladiator harem
Gavin Wiesen,Michael Angarano,Blair Underwood,Rita Wilson,Drama Romance,the art of getting by,art teacher artist high school homework principal
Mora Stephens,Ray Winstone,Alexandra Breckenridge,Elena Satine,Drama Thriller,zipper,escort f word no opening credits one word title prosecutor
Mars Callahan,Chazz Palminteri,Ricky Schroder,Ernie Reyes Jr.,Drama Thriller,poolhall junkies,beating hustler jail money revenge
Mike Figgis,Kelly Macdonald,Saffron Burrows,Julian Sands,Drama,the loss of sexual innocence,1950s italian murder tunisia vomiting
Leos Carax,Kylie Minogue,Leos Carax,Denis Lavant,Drama Fantasy,holy motors,boudoir death insanity male full frontal nudity penis
David Gordon Green,Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins,Drama,joe,alcoholic cigarette smoking father son relationship teenage boy woods
Stefan Schwartz,Peter McNamara,Dan Futterman,Ralph Ineson,Comedy Crime Romance,shooting fish,con artist money orphan scam secretary
Renny Harlin,Viggo Mortensen,Lane Smith,Hal Landon Jr.,Crime Drama Horror Thriller,prison,electric chair haunting prison prisoner revenge
Robert Lee King,Lauren Ambrose,Kathleen Robertson,Beth Broderick,Comedy Horror Mystery,psycho beach party,cliche exchange student slasher spoof surfing
Kevin Allen,Craig Ferguson,Frances Fisher,Mary McCormack,Comedy,the big tease,competition fake documentary hairdresser nudity reference to liberace
David Schwimmer,Noah Emmerich,Jordan Trovillion,Zoe Levin,Crime Drama Thriller,trust,counselor fbi revenge motive school teenage girl
Barry Levinson,Anna Friel,Brían F. O'Byrne,Pauline McLynn,Comedy,an everlasting piece,alopecia belfast northern ireland ireland irish republican army scalper
Sam Miller,Rachel Griffiths,Alan Williams,Rob Jarvis,Comedy Romance,among giants,australian female armpit hair friend sheffield yorkshire
Anne Fontaine,Robin Wright,Naomi Watts,Ben Mendelsohn,Drama Romance,adore,beach friend friendship happiness neighbor
Dan Ireland,Salma Hayek,Danny Arroyo,Olivia d'Abo,Comedy Drama Romance,the velocity of gary,dying hospital parenthesis in title punctuation in title tears
Fernando León de Aranoa,Luis Tosar,Enrique Villén,Aida Folch,Comedy Drama,mondays in the sun,australia bar shipyard siamese twins tuna
Jim Mickle,Connor Paolo,Michael Cerveris,Nick Damici,Drama Horror Sci-Fi,stake land,canada post apocalypse road movie vampire vampire hunter
Stephen Kay,Keanu Reeves,Marg Helgenberger,Gretchen Mol,Biography Drama,the last time i committed suicide,1940s female bare foot picket fence tire vomiting
Karim Aïnouz,Wagner Moura,Clemens Schick,Jesuíta Barbosa,Drama,futuro beach,gay male frontal nudity male nudity male rear nudity nudity
Sam Levinson,George Kennedy,Ezra Miller,Demi Moore,Comedy Drama,another happy day,countryside marriage maryland usa wedding
Julian Gilbey,Ed Speleers,Eamonn Walker,Sean Harris,Action Adventure Crime Thriller,a lonely place to die,kidnapper mountaineering scotland scottish highlands sniper
Vincenzo Natali,David Hewlett,Angelo Tsarouchas,Marie-Josée Croze,Comedy Fantasy,nothing,imagination one word title part animation surrealism virtual reality
Aleksandr Veledinskiy,Konstantin Khabenskiy,Elena Lyadova,Eugenia Khirivskaya,Adventure Drama,the geographer drank his globe away,rafting russia school student teacher
Peter H. Hunt,Blythe Danner,Ken Howard,Howard Caine,Drama Family History Musical,1776,continental congress debate declaration of independence massachusetts pennsylvania
Howard Hughes,Jean Harlow,Marian Marsh,James Hall,Drama War,hell's angels,bomb bombing mission munitions oxford royal flying corps
Edward Burns,Debra Messing,Rosemarie DeWitt,Peter Jacobson,Comedy Drama Romance,purple violets,directed by star written and directed by cast member
Phil Joanou,Lily Rabe,Shannon Woodward,Kira McLean,Horror,the veil,documentary crew mass suicide survivor tied feet tied up while barefoot
Sean Byrne,Robin McLeavy,Jessica McNamee,Victoria Thaine,Horror Thriller,the loved ones,escape high school high school prom prom prom king
Chris Stokes,Kristen Quintrall,Rachel Sterling,Black Thomas,Horror,no vacancy,motel psychopath psychopathic killer road trip vomiting
Bruce Macdonald,Rachel Hendrix,Cheryl Ladd,Diana Vickers,Adventure Biography Drama Romance,the perfect wave,boyfriend girlfriend relationship friend praying surfing wave
Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias,Adventure Drama History,ben-hur,chariot race epic false accusation jerusalem slave
Fred Zinnemann,Robert Shaw,Susannah York,Paul Scofield,Biography Drama History,a man for all seasons,catholic chancellor divorce king henry viii thomas more
Sidney Lumet,Robert Duvall,Faye Dunaway,William Holden,Drama Romance,network,media monologue television television network television news
Victor Fleming,Hattie McDaniel,George Reeves,Thomas Mitchell,Drama History Romance War,gone with the wind,battle of the sexes gallantry honesty indifference scandal
Richard Raymond,Tom Cullen,Reece Ritchie,Marama Corlett,Biography Drama,desert dancer,dance dancer dancing desert iran
Sam Peckinpah,James Coburn,Slim Pickens,Warren Oates,Adventure War Western,major dundee,apache apache indian confederate mexico scout
Alan Jacobs,Snoop Dogg,Laz Alonso,Nicholas Gonzalez,Drama,down for life,latina south central los angeles
George Sidney,Keenan Wynn,Howard Keel,Betty Hutton,Biography Comedy Musical Romance Western,annie get your gun,girl gun love sharpshooter the end
Christopher Morris,Kayvan Novak,Riz Ahmed,Alex Macqueen,Comedy Crime Drama,four lions,accidental shooting bird crow exploding animal muslim
Andrucha Waddington,Fernanda Montenegro,Seu Jorge,Fernanda Torres,Drama,house of sand,1910s desert dunes goat slave
Peter Stebbings,Michael Kelly,Tony Nappo,Charlotte Sullivan,Comedy Crime Drama,defendor,gun running organized crime pimp superhero vigilante
Vincente Minnelli,Gladys Cooper,Reginald Owen,Ellen Ross,Adventure Comedy Musical Romance,the pirate,hoop horseback riding love pirate singer
Dagur Kári,Alice Olivia Clarke,Susan Blommaert,Stephen Henderson,Drama,the good heart,bar bartender death heart attack mentor protege relationship
Nicholas Hytner,Dominic Cooper,Russell Tovey,James Corden,Comedy Drama,the history boys,gay headmaster oxford school teacher
Jaume Collet-Serra,Liam Neeson,Frank Langella,Aidan Quinn,Action Mystery Thriller,unknown,agriculture airport amnesia nurse scientist
John Schlesinger,Brenda Vaccaro,Barnard Hughes,John McGiver,Drama,midnight cowboy,gay homosexual homosexuality hustler male rear nudity
Peter Cattaneo,Tom Wilkinson,Mark Addy,Lesley Sharp,Comedy Drama Music,the full monty,dole male stripper northern england steel worker unemployment
Jim Abrahams,Peter Graves,Lloyd Bridges,Barbara Billingsley,Comedy,airplane!,air traffic controller airplane airport pilot spoof
Kevin Carraway,Michael Jai White,Max Ryan,Jon Osbeck,Action Thriller,chain of command,army michael jai white ohio steve austin
F. Gary Gray,Nia Long,John Witherspoon,Tony Cox,Comedy Drama,friday,bully drug dealer first part neighbor neighborhood
Albert Hughes,Jada Pinkett Smith,Larenz Tate,Khandi Alexander,Crime Drama Thriller,menace ii society,1990s escape graduation hustler street
Michael Gornick,George Kennedy,Holt McCallany,Dorothy Lamour,Comedy Fantasy Horror Thriller,creepshow 2,anthology hit and run hit by a car living statue melting woman
Sam Peckinpah,Slim Pickens,Jason Robards,L.Q. Jones,Comedy Drama Romance Western,the ballad of cable hogue,desert partner prostitute stagecoach water
Richard Brooks,John Forsythe,Robert Blake,Will Geer,Biography Crime Drama History,in cold blood,homoeroticism kansas murder police robbery
Fred Zinnemann,Colleen Dewhurst,Peter Finch,Beatrice Straight,Drama,the nun's story,belgium congo convent nun nurse
Jack Smight,Janet Leigh,Robert Wagner,Shelley Winters,Action Crime Drama Mystery Thriller,harper,kidnapping los angeles california neo noir private detective ransom
Alfred Hitchcock,Bernard Cribbins,Jean Marsh,Clive Swift,Thriller,frenzy,penknife police rape serial killer united kingdom
Robert Eggers,Julian Richings,Kate Dickie,Ralph Ineson,Horror Mystery,the witch,black magic goat isolation naked woman witch
Michael Martin,Joe Estevez,Master P,Anthony Johnson,Comedy,i got the hook up,friend obscenity scam vacant lot van
Edward Burns,John Mahoney,Frank Vincent,Michael McGlone,Comedy Drama Romance,she's the one,claim in title infidelity irish american love sex
Bill Condon,Brendan Fraser,Lynn Redgrave,Kevin J. O'Connor,Biography Drama,gods and monsters,friendship gardener gay interest homosexual memory
Juan José Campanella,Ricardo Darín,Soledad Villamil,Guillermo Francella,Drama Mystery Thriller,the secret in their eyes,investigation justice murder suspect tension
George A. Romero,Greg Nicotero,John Amplas,Joseph Pilato,Horror,day of the dead,bunker experiment military research scientist
Gideon Raff,Gideon Emery,Gloria Votsis,Derek Magyar,Horror Thriller,train,blood splatter heart ripped out jock strap train vomiting
Sam Raimi,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,Comedy Fantasy Horror Thriller,evil dead ii,cabin cabin in the woods demon evil dead woods
Louis C.K.,Wanda Sykes,J.B. Smoove,Robert Vaughn,Action Adventure Comedy Musical,pootie tang,based on sketch comedy corporation cult film evil corporation sex
Anthony C. Ferrante,Ian Ziering,John Heard,Cassandra Scerbo,Horror,sharknado,cult film hurricane school bus shark shark feature
Salvador Carrasco,Elpidia Carrillo,Zaide Silvia Gutiérrez,Damián Delgado,Drama History,la otra conquista,1520s aztec indian spanish colonization spanish conquest
André Øvredal,Otto Jespersen,Johanna Mørck,Glenn Erland Tosterud,Comedy Drama Fantasy Horror,trollhunter,bear cameraman hunter secret government agency troll
Robert Cary,Frances Conroy,Fred Willard,Kevin Sussman,Comedy Romance,ira & abby,erectile dysfunction mugger mugging subway robbery therapy
Akiva Schaffer,Will Forte,Nicholas Braun,Rosemarie DeWitt,Action Comedy Sci-Fi,the watch,alien escape manager neighborhood watch ohio
Adam Rapp,Zooey Deschanel,Will Ferrell,Dallas Roberts,Comedy Drama,winter passing,love michigan musician novelist student
Angela Robinson,Jordana Brewster,Geoff Stults,Scoot McNairy,Action Comedy Romance,d.e.b.s.,1959 cadillac diamonds female villain force field voyeurism
Amanda Gusack,Alice Krige,Christian Campbell,Blaine Anderson,Crime Drama Mystery Thriller,the betrayed,blood splatter ski mask stolen money vomiting warehouse
Avi Nesher,Fisher Stevens,Elizabeth Berkley,Robert Townsend,Action Comedy Crime Thriller,taxman,bar box office flop dance one word title voice over narration
Charles Adelman,Teri Polo,Kevin Pollak,Jere Burns,Horror Thriller,2:13,death forensic murder profiler serial killer
Jay Oliva,Michael Emerson,Mark Valley,Grey Griffin,Action Animation Crime Sci-Fi Thriller,"batman: the dark knight returns, part 2",batman joker mutant tattoo on breast the joker
