director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,keywords,comb
Michael Martin,Joe Estevez,Master P,Anthony Johnson,Comedy,i got the hook up,friend obscenity scam vacant lot van,Joe Estevez Master P Anthony Johnson Michael Martin Comedy friend obscenity scam vacant lot van
Edward Burns,John Mahoney,Frank Vincent,Michael McGlone,Comedy Drama Romance,she's the one,claim in title infidelity irish american love sex,John Mahoney Frank Vincent Michael McGlone Edward Burns Comedy Drama Romance claim in title infidelity irish american love sex
Bill Condon,Brendan Fraser,Lynn Redgrave,Kevin J. O'Connor,Biography Drama,gods and monsters,friendship gardener gay interest homosexual memory,Brendan Fraser Lynn Redgrave Kevin J. O'Connor Bill Condon Biography Drama friendship gardener gay interest homosexual memory
Juan José Campanella,Ricardo Darín,Soledad Villamil,Guillermo Francella,Drama Mystery Thriller,the secret in their eyes,investigation justice murder suspect tension,Ricardo Darín Soledad Villamil Guillermo Francella Juan José Campanella Drama Mystery Thriller investigation justice murder suspect tension
George A. Romero,Greg Nicotero,John Amplas,Joseph Pilato,Horror,day of the dead,bunker experiment military research scientist,Greg Nicotero John Amplas Joseph Pilato George A. Romero Horror bunker experiment military research scientist
Gideon Raff,Gideon Emery,Gloria Votsis,Derek Magyar,Horror Thriller,train,blood splatter heart ripped out jock strap train vomiting,Gideon Emery Gloria Votsis Derek Magyar Gideon Raff Horror Thriller blood splatter heart ripped out jock strap train vomiting
Sam Raimi,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,Comedy Fantasy Horror Thriller,evil dead ii,cabin cabin in the woods demon evil dead woods,Ted Raimi Dan Hicks Kassie Wesley DePaiva Sam Raimi Comedy Fantasy Horror Thriller cabin cabin in the woods demon evil dead woods
Louis C.K.,Wanda Sykes,J.B. Smoove,Robert Vaughn,Action Adventure Comedy Musical,pootie tang,based on sketch comedy corporation cult film evil corporation sex,Wanda Sykes J.B. Smoove Robert Vaughn Louis C.K. Action Adventure Comedy Musical based on sketch comedy corporation cult film evil corporation sex
Anthony C. Ferrante,Ian Ziering,John Heard,Cassandra Scerbo,Horror,sharknado,cult film hurricane school bus shark shark feature,Ian Ziering John Heard Cassandra Scerbo Anthony C. Ferrante Horror cult film hurricane school bus shark shark feature
Salvador Carrasco,Elpidia Carrillo,Zaide Silvia Gutiérrez,Damián Delgado,Drama History,la otra conquista,1520s aztec indian spanish colonization spanish conquest,Elpidia Carrillo Zaide Silvia Gutiérrez Damián Delgado Salvador Carrasco Drama History 1520s aztec indian spanish colonization spanish conquest
André Øvredal,Otto Jespersen,Johanna Mørck,Glenn Erland Tosterud,Comedy Drama Fantasy Horror,trollhunter,bear cameraman hunter secret government agency troll,Otto Jespersen Johanna Mørck Glenn Erland Tosterud André Øvredal Comedy Drama Fantasy Horror bear cameraman hunter secret government agency troll
Robert Cary,Frances Conroy,Fred Willard,Kevin Sussman,Comedy Romance,ira & abby,erectile dysfunction mugger mugging subway robbery therapy,Frances Conroy Fred Willard Kevin Sussman Robert Cary Comedy Romance erectile dysfunction mugger mugging subway robbery therapy
Akiva Schaffer,Will Forte,Nicholas Braun,Rosemarie DeWitt,Action Comedy Sci-Fi,the watch,alien escape manager neighborhood watch ohio,Will Forte Nicholas Braun Rosemarie DeWitt Akiva Schaffer Action Comedy Sci-Fi alien escape manager neighborhood watch ohio
Adam Rapp,Zooey Deschanel,Will Ferrell,Dallas Roberts,Comedy Drama,winter passing,love michigan musician novelist student,Zooey Deschanel Will Ferrell Dallas Roberts Adam Rapp Comedy Drama love michigan musician novelist student
Angela Robinson,Jordana Brewster,Geoff Stults,Scoot McNairy,Action Comedy Romance,d.e.b.s.,1959 cadillac diamonds female villain force field voyeurism,Jordana Brewster Geoff Stults Scoot McNairy Angela Robinson Action Comedy Romance 1959 cadillac diamonds female villain force field voyeurism
Amanda Gusack,Alice Krige,Christian Campbell,Blaine Anderson,Crime Drama Mystery Thriller,the betrayed,blood splatter ski mask stolen money vomiting warehouse,Alice Krige Christian Campbell Blaine Anderson Amanda Gusack Crime Drama Mystery Thriller blood splatter ski mask stolen money vomiting warehouse
Avi Nesher,Fisher Stevens,Elizabeth Berkley,Robert Townsend,Action Comedy Crime Thriller,taxman,bar box office flop dance one word title voice over narration,Fisher Stevens Elizabeth Berkley Robert Townsend Avi Nesher Action Comedy Crime Thriller bar box office flop dance one word title voice over narration
Charles Adelman,Teri Polo,Kevin Pollak,Jere Burns,Horror Thriller,2:13,death forensic murder profiler serial killer,Teri Polo Kevin Pollak Jere Burns Charles Adelman Horror Thriller death forensic murder profiler serial killer
Jay Oliva,Michael Emerson,Mark Valley,Grey Griffin,Action Animation Crime Sci-Fi Thriller,"batman: the dark knight returns, part 2",batman joker mutant tattoo on breast the joker,Michael Emerson Mark Valley Grey Griffin Jay Oliva Action Animation Crime Sci-Fi Thriller batman joker mutant tattoo on breast the joker
Uwe Boll,Bashar Rahal,Shelly Varod,Ralitsa Paskaleva,Action Adventure Fantasy Thriller,in the name of the king: the last job,castle dragon kidnapping satire sword and sorcery,Bashar Rahal Shelly Varod Ralitsa Paskaleva Uwe Boll Action Adventure Fantasy Thriller castle dragon kidnapping satire sword and sorcery
Mark Young,Alexa PenaVega,Jake Busey,Lew Temple,Action Crime Drama Thriller,wicked blood,chess drugs love meth pawn,Alexa PenaVega Jake Busey Lew Temple Mark Young Action Crime Drama Thriller chess drugs love meth pawn
Daniel Petrie Jr.,Chris Brochu,Jeff Fahey,Rita Wilson,Drama Thriller,dawn patrol,desert held at gunpoint marine revenge sex on table,Chris Brochu Jeff Fahey Rita Wilson Daniel Petrie Jr. Drama Thriller desert held at gunpoint marine revenge sex on table
Antonio Simoncini,Ray Winstone,Joe Egan,Glen Murphy,Crime Mystery Thriller,lords of london,gang leader italian woman period piece purgatory suicide,Ray Winstone Joe Egan Glen Murphy Antonio Simoncini Crime Mystery Thriller gang leader italian woman period piece purgatory suicide
Mel Brooks,Madeline Kahn,Harvey Korman,Dick Van Patten,Comedy,high anxiety,belldon's hysteria high anxiety hitchcockian murder parody,Madeline Kahn Harvey Korman Dick Van Patten Mel Brooks Comedy belldon's hysteria high anxiety hitchcockian murder parody
Luc Jacquet,Morgan Freeman,Sofie Gråbøl,Romane Bohringer,Documentary,march of the penguins,chick emperor penguin journey ocean penguin,Morgan Freeman Sofie Gråbøl Romane Bohringer Luc Jacquet Documentary chick emperor penguin journey ocean penguin
J.C. Chandor,Kevin Spacey,Demi Moore,Ashley Williams,Biography Drama Thriller,margin call,capital management financial crisis financial disaster investment fraud management,Kevin Spacey Demi Moore Ashley Williams J.C. Chandor Biography Drama Thriller capital management financial crisis financial disaster investment fraud management
Eldar Rapaport,Murray Bartlett,Adrian Gonzalez,Edward Conna,Drama Romance,august,apartment gay parent job interview male pubic hair pubic hair,Murray Bartlett Adrian Gonzalez Edward Conna Eldar Rapaport Drama Romance apartment gay parent job interview male pubic hair pubic hair
Clark Gregg,Anjelica Huston,Matt Gerald,Jonah Bobo,Comedy Drama,choke,choking friend hospital restaurant scam,Anjelica Huston Matt Gerald Jonah Bobo Clark Gregg Comedy Drama choking friend hospital restaurant scam
Damien Chazelle,J.K. Simmons,Melissa Benoist,Chris Mulkey,Drama Music,whiplash,conservatory drummer emotional abuse music school obsession,J.K. Simmons Melissa Benoist Chris Mulkey Damien Chazelle Drama Music conservatory drummer emotional abuse music school obsession
Fernando Meirelles,Alice Braga,Seu Jorge,Alexandre Rodrigues,Crime Drama,city of god,coming of age male frontal nudity male nudity photographer slum,Alice Braga Seu Jorge Alexandre Rodrigues Fernando Meirelles Crime Drama coming of age male frontal nudity male nudity photographer slum
Justin Kerrigan,Danny Dyer,John Simm,Shaun Parkes,Comedy Music,human traffic,friday friend hip hop techno rave weekend,Danny Dyer John Simm Shaun Parkes Justin Kerrigan Comedy Music friday friend hip hop techno rave weekend
Nathan Frankowski,Corbin Bleu,Rus Blackwell,Luis Antonio,Biography Drama Music,day one,character name in title depression drugs one word title,Corbin Bleu Rus Blackwell Luis Antonio Nathan Frankowski Biography Drama Music character name in title depression drugs one word title
Karen Moncrieff,James Franco,Bruce Davison,Piper Laurie,Crime Drama Mystery,the dead girl,dead girl girl granddaughter morgue storage unit,James Franco Bruce Davison Piper Laurie Karen Moncrieff Crime Drama Mystery dead girl girl granddaughter morgue storage unit
Thomas Vinterberg,Thomas Bo Larsen,Alexandra Rapaport,Hana Shuan,Drama,the hunt,deer gun gunshot hunt kindergarten teacher,Thomas Bo Larsen Alexandra Rapaport Hana Shuan Thomas Vinterberg Drama deer gun gunshot hunt kindergarten teacher
Bob Clark,Zack Ward,Darren McGavin,Scott Schwartz,Comedy Family,a christmas story,bb gun boy bully christmas tongue stuck on a pole,Zack Ward Darren McGavin Scott Schwartz Bob Clark Comedy Family bb gun boy bully christmas tongue stuck on a pole
Alejandro Monteverde,Armando Riesco,Ramon Rodriguez,Eduardo Verástegui,Drama Romance,bella,inter cultural latino restaurant soccer train,Armando Riesco Ramon Rodriguez Eduardo Verástegui Alejandro Monteverde Drama Romance inter cultural latino restaurant soccer train
Mark L. Lester,Roddy McDowall,Perry King,Timothy Van Patten,Action Crime Drama Thriller,class of 1984,back to school city high school sadism teacher,Roddy McDowall Perry King Timothy Van Patten Mark L. Lester Action Crime Drama Thriller back to school city high school sadism teacher
Jennifer Finnigan,Geoff Stults,Kenan Thompson,Josh Hopkins,Comedy,the opposite sex,bare breasts,Geoff Stults Kenan Thompson Josh Hopkins Jennifer Finnigan Comedy bare breasts
Eric Styles,Samantha Morton,Rupert Graves,Miriam Margolyes,Drama Romance,dreaming of joseph lees,love crime love triangle lust sister sister relationship unrequited love,Samantha Morton Rupert Graves Miriam Margolyes Eric Styles Drama Romance love crime love triangle lust sister sister relationship unrequited love
Laurent Cantet,François Bégaudeau,Agame Malembo-Emene,Angélica Sancio,Drama,the class,high school inner city school student teacher,François Bégaudeau Agame Malembo-Emene Angélica Sancio Laurent Cantet Drama high school inner city school student teacher
Roman Polanski,John Cassavetes,Mia Farrow,Charles Grodin,Drama Horror,rosemary's baby,devil worship incubus paranoia raped by a demon satanism,John Cassavetes Mia Farrow Charles Grodin Roman Polanski Drama Horror devil worship incubus paranoia raped by a demon satanism
John Ford,Lee Marvin,Woody Strode,Vera Miles,Drama Western,the man who shot liberty valance,friend funeral outlaw pistol stagecoach,Lee Marvin Woody Strode Vera Miles John Ford Drama Western friend funeral outlaw pistol stagecoach
Max Mayer,Peter Gallagher,Terry Walters,Amy Irving,Drama Romance,adam,apartment asperger's syndrome children teacher writer,Peter Gallagher Terry Walters Amy Irving Max Mayer Drama Romance apartment asperger's syndrome children teacher writer
Joshua Marston,Catalina Sandino Moreno,Wilson Guerrero,Yenny Paola Vega,Crime Drama,maria full of grace,colombia colombian drug mule money stomach,Catalina Sandino Moreno Wilson Guerrero Yenny Paola Vega Joshua Marston Crime Drama colombia colombian drug mule money stomach
Mike Mills,Goran Visnjic,Lou Taylor Pucci,Mary Page Keller,Comedy Drama Romance,beginners,actress cancer death french gay relationship,Goran Visnjic Lou Taylor Pucci Mary Page Keller Mike Mills Comedy Drama Romance actress cancer death french gay relationship
John Gulager,Krista Allen,Eric Dane,Henry Rollins,Action Comedy Horror Thriller,feast,bar bloody body of child dead boy monster vomiting,Krista Allen Eric Dane Henry Rollins John Gulager Action Comedy Horror Thriller bar bloody body of child dead boy monster vomiting
John Landis,John Belushi,Karen Allen,Tim Matheson,Comedy,animal house,academic probation camera shot of feet fraternity school expulsion smashing a guitar,John Belushi Karen Allen Tim Matheson John Landis Comedy academic probation camera shot of feet fraternity school expulsion smashing a guitar
Guy Hamilton,Honor Blackman,Gert Fröbe,Lois Maxwell,Action Adventure Thriller,goldfinger,bikini covered in melted gold fort knox gold pilot,Honor Blackman Gert Fröbe Lois Maxwell Guy Hamilton Action Adventure Thriller bikini covered in melted gold fort knox gold pilot
Brandon Cronenberg,Sarah Gadon,Douglas Smith,Caleb Landry Jones,Horror Sci-Fi Thriller,antiviral,celebrity injection near future scalpel stabbed in the mouth,Sarah Gadon Douglas Smith Caleb Landry Jones Brandon Cronenberg Horror Sci-Fi Thriller celebrity injection near future scalpel stabbed in the mouth
Frank Capra,Donna Reed,Lionel Barrymore,Thomas Mitchell,Drama Family Fantasy Romance,it's a wonderful life,angel bank guardian angel second chance small town life,Donna Reed Lionel Barrymore Thomas Mitchell Frank Capra Drama Family Fantasy Romance angel bank guardian angel second chance small town life
Danny Boyle,Kelly Macdonald,Shirley Henderson,Ewen Bremner,Drama,trainspotting,drug culture drugs filthy toilet heroin addict heroin withdrawal,Kelly Macdonald Shirley Henderson Ewen Bremner Danny Boyle Drama drug culture drugs filthy toilet heroin addict heroin withdrawal
Spike Lee,Bernie Mac,Cedric the Entertainer,Steve Harvey,Comedy Documentary,the original kings of comedy,backstage comedian concert film emcee stand up comedian,Bernie Mac Cedric the Entertainer Steve Harvey Spike Lee Comedy Documentary backstage comedian concert film emcee stand up comedian
Tod Williams,Sprague Grayden,Molly Ephraim,Micah Sloat,Horror,paranormal activity 2,california carlsbad california house nanny security camera,Sprague Grayden Molly Ephraim Micah Sloat Tod Williams Horror california carlsbad california house nanny security camera
Kirk Jones,James Nesbitt,David Kelly,Fionnula Flanagan,Comedy,waking ned devine,dead body death lottery small town village,James Nesbitt David Kelly Fionnula Flanagan Kirk Jones Comedy dead body death lottery small town village
Michael Moore,Michael Moore,Dick Clark,Bill Clinton,Crime Documentary Drama,bowling for columbine,bank columbine columbine high school killings firearm school shooting,Michael Moore Dick Clark Bill Clinton Michael Moore Crime Documentary Drama bank columbine columbine high school killings firearm school shooting
